Control Number,T1,T2,T3,T4,T5,T6,T7,T1_init,T2_init,T3_init,T4_init,T5_init,T6_init,T7_init,J1,J2,J3,J4,J5,J6,J7,Cube x,Cube y,Cube w,V1,V2,V3,V4,V5,V6,V7,Cube x V,Cube y V,Cube w V,
1398,0.342827,-35.2839,3.98149,37.4018,1.39728,0.751886,-0.374508,0.518824,-35.7464,2.20559,29.003,0.746329,1.07228,0.0017137,-0.105416,0.635912,0.168176,-1.16509,-0.142513,0.397133,0.0942207,0.8,0.02,0,0.00341212,0.0944753,0.010446,0.165001,0.04238,-0.118011,-0.0374411,8.88178e-19,8.88178e-19,-1.18952e-16,
1399,0.343511,-35.2932,3.98087,37.3957,1.39644,0.751813,-0.37096,0.518824,-35.7464,2.20559,29.003,0.746329,1.07228,0.0017137,-0.105402,0.63629,0.168217,-1.16443,-0.142344,0.396661,0.0940723,0.8,0.02,0,0.00342449,0.0944285,0.010432,0.164961,0.0422752,-0.11798,-0.0370974,4.44089e-19,4.44089e-19,-6.40513e-17,
1400,0.355145,-35.3452,3.97428,37.4039,1.40435,0.757605,-0.403945,0.516854,-35.8299,2.21095,28.9866,0.747768,1.07607,0.00172681,-0.105388,0.636667,0.168259,-1.16377,-0.142175,0.396189,0.0939253,0.8,0.02,0,0.00343636,0.0943845,0.0104175,0.16492,0.0421741,-0.117952,-0.0367438,-4.44089e-19,0,4.57509e-17,
1401,0.355837,-35.3543,3.97363,37.3978,1.4037,0.757085,-0.400266,0.516854,-35.8299,2.21095,28.9866,0.747768,1.07607,0.00172681,-0.105374,0.637045,0.1683,-1.16311,-0.142004,0.395718,0.0937661,0.8,0.02,0,0.0035076,0.0942835,0.0102756,0.164828,0.0426714,-0.117656,-0.039811,8.88178e-19,0,-6.40513e-17,
1402,0.356486,-35.3635,3.97302,37.3917,1.40321,0.756698,-0.396803,0.516854,-35.8299,2.21095,28.9866,0.747768,1.07607,0.00172681,-0.10536,0.637421,0.168341,-1.16245,-0.141833,0.395248,0.0936074,0.8,0.02,0,0.00351855,0.094212,0.0102668,0.164801,0.0427125,-0.11758,-0.0396639,8.88178e-19,4.44089e-19,-9.15019e-18,
1403,0.357126,-35.3727,3.97244,37.3856,1.40278,0.75636,-0.393383,0.516854,-35.8299,2.21095,28.9866,0.747768,1.07607,0.00172681,-0.105346,0.637798,0.168382,-1.1618,-0.141663,0.394778,0.0934501,0.8,0.02,0,0.00353059,0.0941448,0.0102583,0.164776,0.0426878,-0.117545,-0.0393299,8.88178e-19,-4.44089e-19,7.32015e-17,
1404,0.357767,-35.3819,3.97187,37.3796,1.40236,0.756046,-0.389985,0.516854,-35.8299,2.21095,28.9866,0.747768,1.07607,0.00172681,-0.105332,0.638174,0.168423,-1.16114,-0.141492,0.394308,0.0932942,0.8,0.02,0,0.00354317,0.0940811,0.0102478,0.164746,0.0426451,-0.117522,-0.0389885,8.88178e-19,0,9.15019e-18,
1405,0.358413,-35.391,3.9713,37.3735,1.40194,0.755747,-0.386603,0.516854,-35.8299,2.21095,28.9866,0.747768,1.07607,0.00172681,-0.105318,0.63855,0.168464,-1.16048,-0.141322,0.393838,0.0931396,0.8,0.02,0,0.00355557,0.0940213,0.0102363,0.164714,0.0425959,-0.117505,-0.0386489,3.85186e-34,0,7.32015e-17,
1406,0.359064,-35.4002,3.97074,37.3675,1.40153,0.755458,-0.383237,0.516854,-35.8299,2.21095,28.9866,0.747768,1.07607,0.00172681,-0.105304,0.638926,0.168505,-1.15982,-0.141151,0.393368,0.0929863,0.8,0.02,0,0.0035676,0.0939654,0.010224,0.164679,0.0425438,-0.117491,-0.038311,3.85186e-34,0,1.73854e-16,
1407,0.359721,-35.4093,3.97017,37.3615,1.40111,0.755177,-0.379887,0.516854,-35.8299,2.21095,28.9866,0.747768,1.07607,0.00172681,-0.105289,0.639302,0.168546,-1.15916,-0.140981,0.392898,0.0928344,0.8,0.02,0,0.00357922,0.0939131,0.0102113,0.164642,0.04249,-0.11748,-0.0379747,4.44089e-19,-4.44089e-19,6.40513e-17,
1408,0.360384,-35.4185,3.96961,37.3554,1.40068,0.754903,-0.376553,0.516854,-35.8299,2.21095,28.9866,0.747768,1.07607,0.00172681,-0.105275,0.639677,0.168587,-1.1585,-0.140812,0.392428,0.0926839,0.8,0.02,0,0.00359046,0.0938641,0.010198,0.164603,0.0424348,-0.117469,-0.0376401,-4.44089e-19,8.88178e-19,1.09802e-16,
1409,0.361053,-35.4277,3.96905,37.3494,1.40025,0.754637,-0.373237,0.516854,-35.8299,2.21095,28.9866,0.747768,1.07607,0.00172681,-0.105261,0.640053,0.168627,-1.15784,-0.140642,0.391958,0.0925346,0.8,0.02,0,0.00360134,0.0938182,0.0101843,0.164563,0.0423786,-0.117461,-0.037307,3.85186e-34,4.44089e-19,3.66008e-17,
1410,0.373821,-35.4801,3.9615,37.3597,1.40299,0.764028,-0.41971,0.514877,-35.9132,2.21627,28.9702,0.749197,1.07981,0.00173963,-0.105246,0.640428,0.168668,-1.15719,-0.140473,0.391488,0.0923867,0.8,0.02,0,0.0036119,0.0937751,0.0101702,0.164522,0.0423212,-0.117453,-0.0369757,3.85186e-34,4.44089e-19,9.15019e-17,
1411,0.374498,-35.4892,3.96091,37.3537,1.40285,0.76307,-0.416171,0.514877,-35.9132,2.21627,28.9702,0.749197,1.07981,0.00173963,-0.105231,0.640803,0.168708,-1.15653,-0.140303,0.39102,0.0922216,0.8,0.02,0,0.0036874,0.0936776,0.0100286,0.164429,0.0425526,-0.116989,-0.0412921,8.88178e-19,0,1.46403e-16,
1412,0.375171,-35.4982,3.96033,37.3476,1.40254,0.76249,-0.412766,0.514877,-35.9132,2.21627,28.9702,0.749197,1.07981,0.00173963,-0.105216,0.641177,0.168748,-1.15587,-0.140133,0.390553,0.0920566,0.8,0.02,0,0.00370283,0.0936096,0.0100166,0.164409,0.0424944,-0.116855,-0.0412481,4.44089e-19,0,1.18952e-16,
1413,0.37585,-35.5073,3.95975,37.3415,1.40217,0.762049,-0.409371,0.514877,-35.9132,2.21627,28.9702,0.749197,1.07981,0.00173963,-0.105202,0.641551,0.168788,-1.15521,-0.139963,0.390086,0.0918928,0.8,0.02,0,0.00371687,0.0935438,0.0100062,0.164388,0.042437,-0.116801,-0.0409285,3.85186e-34,4.44089e-19,2.74506e-17,
1414,0.376536,-35.5164,3.95917,37.3354,1.40178,0.761666,-0.405992,0.514877,-35.9132,2.21627,28.9702,0.749197,1.07981,0.00173963,-0.105187,0.641925,0.168828,-1.15456,-0.139793,0.389619,0.0917305,0.8,0.02,0,0.00373014,0.0934805,0.00999495,0.164361,0.0423841,-0.116773,-0.040591,3.85186e-34,0,1.73854e-16,
1415,0.377228,-35.5254,3.9586,37.3294,1.40138,0.761312,-0.402635,0.514877,-35.9132,2.21627,28.9702,0.749197,1.07981,0.00173963,-0.105172,0.642299,0.168868,-1.1539,-0.139624,0.389152,0.0915695,0.8,0.02,0,0.00374274,0.0934205,0.0099832,0.164329,0.042332,-0.116756,-0.0402537,3.85186e-34,4.44089e-19,5.49011e-17,
1416,0.377925,-35.5345,3.95803,37.3234,1.40096,0.760975,-0.399304,0.514877,-35.9132,2.21627,28.9702,0.749197,1.07981,0.00173963,-0.105157,0.642672,0.168908,-1.15324,-0.139455,0.388685,0.0914098,0.8,0.02,0,0.00375484,0.0933642,0.00997096,0.164295,0.0422792,-0.116745,-0.0399183,4.44089e-19,4.44089e-19,1.83004e-17,
1417,0.378629,-35.5435,3.95746,37.3174,1.40054,0.760653,-0.396003,0.514877,-35.9132,2.21627,28.9702,0.749197,1.07981,0.00173963,-0.105142,0.643045,0.168948,-1.15258,-0.139286,0.388218,0.0912515,0.8,0.02,0,0.00376651,0.0933114,0.00995826,0.164259,0.0422252,-0.116737,-0.0395855,4.44089e-19,4.44089e-19,9.15019e-18,
1418,0.379341,-35.5526,3.9569,37.3114,1.4001,0.760348,-0.392741,0.514877,-35.9132,2.21627,28.9702,0.749197,1.07981,0.00173963,-0.105127,0.643418,0.168988,-1.15193,-0.139117,0.387751,0.0910944,0.8,0.02,0,0.00377782,0.093262,0.00994515,0.164221,0.0421697,-0.116731,-0.0392557,8.88178e-19,0,6.40513e-17,
1419,0.380077,-35.5616,3.95631,37.3054,1.3996,0.760089,-0.389548,0.514877,-35.9132,2.21627,28.9702,0.749197,1.07981,0.00173963,-0.105111,0.643791,0.169027,-1.15127,-0.138949,0.387284,0.0909387,0.8,0.02,0,0.00378882,0.0932158,0.00993165,0.164182,0.0421122,-0.116726,-0.0389296,4.44089e-19,0,9.15019e-18,
1420,0.394776,-35.6144,3.94565,37.3176,1.38297,0.780633,-0.455052,0.512892,-35.9963,2.22155,28.9537,0.750618,1.0835,0.00175218,-0.105096,0.644164,0.169067,-1.15061,-0.138781,0.386817,0.0907843,0.8,0.02,0,0.00379968,0.0931725,0.00991771,0.164141,0.0420499,-0.11672,-0.0386102,8.88178e-19,0,-1.09802e-16,
1421,0.395332,-35.6232,3.94534,37.3116,1.38377,0.7791,-0.451798,0.512892,-35.9963,2.22155,28.9537,0.750618,1.0835,0.00175218,-0.105081,0.644536,0.169106,-1.14996,-0.138616,0.386354,0.0906056,0.8,0.02,0,0.00388634,0.0930744,0.00979267,0.164026,0.0411725,-0.115683,-0.0446686,4.44089e-19,0,-9.15019e-18,
1422,0.396026,-35.6322,3.94484,37.3055,1.38327,0.778693,-0.448305,0.512892,-35.9963,2.22155,28.9537,0.750618,1.0835,0.00175218,-0.105065,0.644908,0.169145,-1.1493,-0.138453,0.385893,0.0904264,0.8,0.02,0,0.00391894,0.0930134,0.00976536,0.164016,0.040691,-0.115312,-0.0447899,3.85186e-34,0,4.57509e-17,
1423,0.396777,-35.6411,3.94427,37.2994,1.38236,0.77869,-0.444691,0.512892,-35.9963,2.22155,28.9537,0.750618,1.0835,0.00175218,-0.105049,0.64528,0.169184,-1.14865,-0.138292,0.385432,0.0902485,0.8,0.02,0,0.00393983,0.0929519,0.00974689,0.164003,0.0404436,-0.11513,-0.0444802,4.44089e-19,-4.44089e-19,1.37253e-16,
1424,0.39755,-35.65,3.94368,37.2933,1.38129,0.778844,-0.441052,0.512892,-35.9963,2.22155,28.9537,0.750618,1.0835,0.00175218,-0.105033,0.645652,0.169223,-1.14799,-0.13813,0.384972,0.090072,0.8,0.02,0,0.00395516,0.0928904,0.00973227,0.163981,0.0402784,-0.115016,-0.0441252,3.85186e-34,4.44089e-19,6.40513e-17,
1425,0.398332,-35.6589,3.94307,37.2872,1.38016,0.779066,-0.437428,0.512892,-35.9963,2.22155,28.9537,0.750618,1.0835,0.00175218,-0.105018,0.646023,0.169262,-1.14733,-0.13797,0.384513,0.089897,0.8,0.02,0,0.00396815,0.0928309,0.00971891,0.163952,0.0401398,-0.114928,-0.0437632,4.44089e-19,4.44089e-19,-1.83004e-17,
1426,0.399118,-35.6678,3.94247,37.2812,1.37901,0.779319,-0.433834,0.512892,-35.9963,2.22155,28.9537,0.750618,1.0835,0.00175218,-0.105002,0.646394,0.169301,-1.14668,-0.13781,0.384053,0.0897234,0.8,0.02,0,0.00398015,0.0927746,0.00970573,0.163919,0.0400088,-0.114853,-0.0434015,8.88178e-19,0,-4.57509e-17,
1427,0.399907,-35.6768,3.94186,37.2751,1.37783,0.77959,-0.430278,0.512892,-35.9963,2.22155,28.9537,0.750618,1.0835,0.00175218,-0.104986,0.646765,0.16934,-1.14602,-0.13765,0.383594,0.0895512,0.8,0.02,0,0.00399167,0.0927216,0.00969237,0.163884,0.0398789,-0.114783,-0.0430424,3.85186e-34,4.44089e-19,6.40513e-17,
1428,0.400699,-35.6857,3.94125,37.2691,1.37664,0.779871,-0.426767,0.512892,-35.9963,2.22155,28.9537,0.750618,1.0835,0.00175218,-0.10497,0.647136,0.169378,-1.14537,-0.137491,0.383135,0.0893804,0.8,0.02,0,0.00400288,0.0926719,0.00967871,0.163846,0.039748,-0.114717,-0.042687,3.85186e-34,0,1.73854e-16,
1429,0.401493,-35.6946,3.94064,37.263,1.37542,0.780161,-0.423306,0.512892,-35.9963,2.22155,28.9537,0.750618,1.0835,0.00175218,-0.104954,0.647506,0.169417,-1.14471,-0.137333,0.382677,0.0892111,0.8,0.02,0,0.00401386,0.0926253,0.00966475,0.163807,0.0396153,-0.114652,-0.042336,4.44089e-19,4.44089e-19,6.40513e-17,
1430,0.358627,-35.5544,3.86171,37.1378,1.38646,0.742614,-0.458351,0.510901,-36.0791,2.22678,28.9372,0.75203,1.08713,0.00176444,-0.104937,0.647877,0.169456,-1.14406,-0.137175,0.382218,0.0890431,0.8,0.02,0,0.00402465,0.0925815,0.0096505,0.163766,0.0394804,-0.114589,-0.0419899,4.44089e-19,4.44089e-19,5.49011e-17,
1431,0.359713,-35.5638,3.86124,37.1321,1.38406,0.746295,-0.454158,0.510901,-36.0791,2.22678,28.9372,0.75203,1.08713,0.00176444,-0.104921,0.648247,0.169493,-1.1434,-0.137013,0.381754,0.088862,0.8,0.02,0,0.00413025,0.0925475,0.00927,0.163483,0.0404337,-0.115975,-0.0452765,8.88178e-19,0,8.23517e-17,
1432,0.360732,-35.5733,3.86078,37.1265,1.38247,0.748163,-0.45059,0.510901,-36.0791,2.22678,28.9372,0.75203,1.08713,0.00176444,-0.104905,0.648617,0.16953,-1.14275,-0.136851,0.381288,0.0886817,0.8,0.02,0,0.00408433,0.0925901,0.00920974,0.163274,0.0405162,-0.1165,-0.0450795,4.44089e-19,4.44089e-19,-1.83004e-17,
1433,0.361724,-35.5827,3.86034,37.1208,1.38115,0.749338,-0.447245,0.510901,-36.0791,2.22678,28.9372,0.75203,1.08713,0.00176444,-0.104888,0.648988,0.169566,-1.1421,-0.136689,0.380822,0.0885028,0.8,0.02,0,0.00404489,0.0926602,0.00916328,0.163119,0.0404278,-0.116698,-0.0447272,3.85186e-34,4.44089e-19,9.15019e-17,
1434,0.362707,-35.5922,3.8599,37.1152,1.37989,0.750224,-0.444037,0.510901,-36.0791,2.22678,28.9372,0.75203,1.08713,0.00176444,-0.104872,0.649359,0.169603,-1.14145,-0.136528,0.380354,0.0883252,0.8,0.02,0,0.00401366,0.092737,0.00911815,0.162995,0.0402876,-0.116764,-0.0443895,8.88178e-19,0,-1.83004e-17,
1435,0.363686,-35.6016,3.85947,37.1096,1.37863,0.750982,-0.440944,0.510901,-36.0791,2.22678,28.9372,0.75203,1.08713,0.00176444,-0.104856,0.64973,0.169639,-1.14079,-0.136368,0.379887,0.088149,0.8,0.02,0,0.00398779,0.0928111,0.00907503,0.162886,0.0401298,-0.116773,-0.0440669,4.44089e-19,4.44089e-19,7.32015e-17,
1436,0.364661,-35.611,3.85903,37.104,1.37734,0.751676,-0.437966,0.510901,-36.0791,2.22678,28.9372,0.75203,1.08713,0.00176444,-0.104841,0.650101,0.169675,-1.14014,-0.136208,0.37942,0.087974,0.8,0.02,0,0.00396582,0.0928789,0.00903427,0.162788,0.0399653,-0.116757,-0.0437565,8.88178e-19,0,1.28103e-16,
1437,0.365634,-35.6204,3.8586,37.0984,1.37601,0.752332,-0.435112,0.510901,-36.0791,2.22678,28.9372,0.75203,1.08713,0.00176444,-0.104825,0.650473,0.169711,-1.13949,-0.136049,0.378953,0.0878001,0.8,0.02,0,0.00394702,0.0929393,0.00899584,0.162696,0.0397973,-0.116728,-0.0434578,1.33227e-18,4.44089e-19,1.46403e-16,
1438,0.366603,-35.6298,3.85816,37.0927,1.37463,0.752956,-0.432401,0.510901,-36.0791,2.22678,28.9372,0.75203,1.08713,0.00176444,-0.104809,0.650845,0.169747,-1.13884,-0.13589,0.378487,0.0876274,0.8,0.02,0,0.00393096,0.0929924,0.00895962,0.16261,0.0396266,-0.116692,-0.0431716,8.88178e-19,4.44089e-19,3.66008e-17,
1439,0.367584,-35.6392,3.8577,37.087,1.37316,0.753532,-0.429858,0.510901,-36.0791,2.22678,28.9372,0.75203,1.08713,0.00176444,-0.104793,0.651217,0.169783,-1.13819,-0.135732,0.37802,0.0874558,0.8,0.02,0,0.00391734,0.0930384,0.00892541,0.162527,0.0394525,-0.116652,-0.0428995,3.85186e-34,0,9.15019e-17,
1440,0.385491,-35.6884,3.84372,37.0947,1.397,0.770459,-0.366872,0.508905,-36.1617,2.23198,28.9207,0.753434,1.09071,0.00177644,-0.104778,0.65159,0.169818,-1.13754,-0.135575,0.377554,0.0872853,0.8,0.02,0,0.00390604,0.0930777,0.00889289,0.162447,0.0392732,-0.116611,-0.0426441,3.85186e-34,4.44089e-19,1.37253e-16,
1441,0.386869,-35.6978,3.84268,37.089,1.39274,0.769279,-0.363957,0.508905,-36.1617,2.23198,28.9207,0.753434,1.09071,0.00177644,-0.104762,0.651962,0.169853,-1.13689,-0.135413,0.377091,0.0871381,0.8,0.02,0,0.00400314,0.0930647,0.00862754,0.162259,0.0405856,-0.11563,-0.0367942,4.44089e-19,4.44089e-19,-9.15019e-18,
1442,0.38804,-35.7071,3.84186,37.0832,1.3899,0.768626,-0.361331,0.508905,-36.1617,2.23198,28.9207,0.753434,1.09071,0.00177644,-0.104746,0.652334,0.169887,-1.13624,-0.13525,0.376629,0.0869937,0.8,0.02,0,0.00399415,0.0930812,0.00860492,0.162223,0.040808,-0.115401,-0.0360965,3.85186e-34,0,-7.32015e-17,
1443,0.389137,-35.7164,3.84114,37.0775,1.38746,0.768137,-0.358848,0.508905,-36.1617,2.23198,28.9207,0.753434,1.09071,0.00177644,-0.10473,0.652707,0.169922,-1.13559,-0.135087,0.376168,0.0868505,0.8,0.02,0,0.00398989,0.0930823,0.00859073,0.162189,0.0407095,-0.11534,-0.0357967,-4.44089e-19,-4.44089e-19,1.83004e-17,
1444,0.390212,-35.7257,3.84046,37.0718,1.38513,0.76771,-0.356424,0.508905,-36.1617,2.23198,28.9207,0.753434,1.09071,0.00177644,-0.104714,0.653079,0.169956,-1.13495,-0.134925,0.375707,0.0867083,0.8,0.02,0,0.00399123,0.0930732,0.0085723,0.162145,0.0405105,-0.115329,-0.0355427,3.85186e-34,0,7.32015e-17,
1445,0.39128,-35.7349,3.83978,37.0661,1.38285,0.76731,-0.354034,0.508905,-36.1617,2.23198,28.9207,0.753434,1.09071,0.00177644,-0.104698,0.653451,0.16999,-1.1343,-0.134764,0.375245,0.0865671,0.8,0.02,0,0.00399509,0.0930594,0.00855205,0.162097,0.0402784,-0.115336,-0.0352991,4.44089e-19,0,-3.66008e-17,
1446,0.392349,-35.7442,3.83911,37.0605,1.38056,0.76692,-0.351669,0.508905,-36.1617,2.23198,28.9207,0.753434,1.09071,0.00177644,-0.104682,0.653823,0.170024,-1.13365,-0.134604,0.374784,0.0864269,0.8,0.02,0,0.00400018,0.0930434,0.00853136,0.162047,0.0400348,-0.11535,-0.0350599,4.44089e-19,0,-1.09802e-16,
1447,0.393419,-35.7534,3.83843,37.0548,1.37827,0.766533,-0.34933,0.508905,-36.1617,2.23198,28.9207,0.753434,1.09071,0.00177644,-0.104666,0.654195,0.170058,-1.133,-0.134444,0.374323,0.0862876,0.8,0.02,0,0.00400602,0.0930263,0.00851072,0.161996,0.039787,-0.115368,-0.0348235,-4.44089e-19,4.44089e-19,-9.15019e-18,
1448,0.394491,-35.7627,3.83775,37.0492,1.37598,0.766147,-0.347016,0.508905,-36.1617,2.23198,28.9207,0.753434,1.09071,0.00177644,-0.10465,0.654567,0.170092,-1.13235,-0.134286,0.373861,0.0861492,0.8,0.02,0,0.00401243,0.0930087,0.00849028,0.161945,0.0395372,-0.115387,-0.0345897,-4.44089e-19,8.88178e-19,3.66008e-17,
1449,0.395566,-35.7719,3.83706,37.0435,1.37366,0.76576,-0.344733,0.508905,-36.1617,2.23198,28.9207,0.753434,1.09071,0.00177644,-0.104634,0.654939,0.170126,-1.13171,-0.134129,0.373399,0.0860118,0.8,0.02,0,0.00401931,0.0929907,0.00847008,0.161894,0.0392862,-0.115407,-0.0343585,4.44089e-19,4.44089e-19,-7.32015e-17,
1450,0.411723,-35.822,3.82521,37.0509,1.42027,0.787864,-0.22915,0.506905,-36.244,2.23713,28.9042,0.754829,1.09424,0.00178817,-0.104618,0.655311,0.17016,-1.13106,-0.133973,0.372938,0.0858753,0.8,0.02,0,0.00402662,0.0929724,0.00845012,0.161844,0.0390342,-0.115427,-0.0341304,4.44089e-19,0,-1.83004e-17,
1451,0.413346,-35.8313,3.82364,37.0452,1.41366,0.786516,-0.226486,0.506905,-36.244,2.23713,28.9042,0.754829,1.09424,0.00178817,-0.104601,0.655683,0.170193,-1.13041,-0.133807,0.372481,0.0857816,0.8,0.02,0,0.00412948,0.0929175,0.00815853,0.161623,0.0416292,-0.114085,-0.0234146,4.44089e-19,4.44089e-19,-3.66008e-17,
1452,0.414559,-35.8405,3.82258,37.0393,1.40984,0.785704,-0.224429,0.506905,-36.244,2.23713,28.9042,0.754829,1.09424,0.00178817,-0.104585,0.656055,0.170225,-1.12977,-0.133637,0.372026,0.0856921,0.8,0.02,0,0.00411669,0.0929025,0.00816385,0.161619,0.0422745,-0.113774,-0.0223876,4.44089e-19,4.44089e-19,-1.83004e-17,
1453,0.415626,-35.8496,3.82173,37.0336,1.40684,0.785046,-0.222676,0.506905,-36.244,2.23713,28.9042,0.754829,1.09424,0.00178817,-0.104568,0.656426,0.170258,-1.12912,-0.133468,0.371572,0.0856036,0.8,0.02,0,0.00411845,0.092868,0.00817064,0.161614,0.0423,-0.113684,-0.0221108,4.44089e-19,4.44089e-19,7.32015e-17,
1454,0.416646,-35.8587,3.82095,37.0278,1.40409,0.784453,-0.22106,0.506905,-36.244,2.23713,28.9042,0.754829,1.09424,0.00178817,-0.104552,0.656797,0.170291,-1.12847,-0.1333,0.371117,0.0855159,0.8,0.02,0,0.00413003,0.0928226,0.0081665,0.161593,0.0421257,-0.113659,-0.0219241,3.85186e-34,0,-2.74506e-17,
1455,0.41765,-35.8678,3.82021,37.0221,1.40141,0.783893,-0.219526,0.506905,-36.244,2.23713,28.9042,0.754829,1.09424,0.00178817,-0.104535,0.657168,0.170323,-1.12783,-0.133132,0.370662,0.0854289,0.8,0.02,0,0.0041449,0.0927743,0.00815728,0.161564,0.0418841,-0.113658,-0.0217596,4.44089e-19,0,-1.46403e-16,
1456,0.418651,-35.8769,3.81947,37.0164,1.39874,0.783351,-0.21806,0.506905,-36.244,2.23713,28.9042,0.754829,1.09424,0.00178817,-0.104518,0.657539,0.170356,-1.12718,-0.132966,0.370208,0.0853425,0.8,0.02,0,0.0041605,0.0927266,0.00814592,0.16153,0.0416185,-0.113667,-0.0216053,3.85186e-34,4.44089e-19,-8.23517e-17,
1457,0.419651,-35.886,3.81874,37.0106,1.39606,0.782819,-0.216662,0.506905,-36.244,2.23713,28.9042,0.754829,1.09424,0.00178817,-0.104502,0.65791,0.170388,-1.12653,-0.1328,0.369753,0.0852567,0.8,0.02,0,0.004176,0.0926807,0.00813354,0.161494,0.0413433,-0.113682,-0.0214585,3.85186e-34,4.44089e-19,1.09802e-16,
1458,0.42065,-35.895,3.81801,37.005,1.39337,0.782296,-0.215332,0.506905,-36.244,2.23713,28.9042,0.754829,1.09424,0.00178817,-0.104485,0.658281,0.170421,-1.12589,-0.132636,0.369298,0.0851714,0.8,0.02,0,0.00419116,0.0926369,0.00812056,0.161456,0.0410631,-0.1137,-0.0213185,4.44089e-19,4.44089e-19,-2.74506e-17,
1459,0.421636,-35.9041,3.81731,36.9993,1.39069,0.781779,-0.21405,0.506905,-36.244,2.23713,28.9042,0.754829,1.09424,0.00178817,-0.104468,0.658651,0.170453,-1.12524,-0.132473,0.368843,0.0850866,0.8,0.02,0,0.00420592,0.0925953,0.00810716,0.161416,0.0407799,-0.113719,-0.0211854,4.44089e-19,0,2.74506e-17,
1460,0.434644,-35.9554,3.8065,37.0068,1.44516,0.808885,-0.105956,0.504901,-36.3261,2.24224,28.8877,0.756216,1.09772,0.00179963,-0.104451,0.659021,0.170486,-1.1246,-0.132311,0.368388,0.0850024,0.8,0.02,0,0.00422016,0.0925559,0.00809355,0.161376,0.0404961,-0.11374,-0.0210573,-4.44089e-19,0,1.18952e-16,
1461,0.436206,-35.9646,3.80486,37.001,1.43822,0.807332,-0.10422,0.504901,-36.3261,2.24224,28.8877,0.756216,1.09772,0.00179963,-0.104434,0.659391,0.170517,-1.12395,-0.132137,0.36794,0.0849582,0.8,0.02,0,0.00431488,0.0924849,0.00779822,0.161128,0.0435762,-0.112084,-0.0110583,4.44089e-19,0,7.32015e-17,
1462,0.437289,-35.9736,3.80381,36.9951,1.43443,0.806504,-0.103173,0.504901,-36.3261,2.24224,28.8877,0.756216,1.09772,0.00179963,-0.104417,0.659761,0.170548,-1.12331,-0.131959,0.367493,0.0849175,0.8,0.02,0,0.00429744,0.0924612,0.0078179,0.16114,0.0443703,-0.111678,-0.0101587,3.85186e-34,-4.44089e-19,9.15019e-18,
1463,0.438207,-35.9825,3.80302,36.9892,1.43159,0.805893,-0.102415,0.504901,-36.3261,2.24224,28.8877,0.756216,1.09772,0.00179963,-0.1044,0.660131,0.170579,-1.12266,-0.131781,0.367047,0.0848776,0.8,0.02,0,0.00429973,0.0924146,0.00783327,0.161148,0.0444591,-0.111544,-0.00998292,3.85186e-34,-4.44089e-19,-9.15019e-18,
1464,0.439073,-35.9915,3.80231,36.9834,1.42905,0.805376,-0.101748,0.504901,-36.3261,2.24224,28.8877,0.756216,1.09772,0.00179963,-0.104382,0.6605,0.170611,-1.12202,-0.131604,0.366601,0.084838,0.8,0.02,0,0.00431327,0.0923559,0.00783504,0.161138,0.0443222,-0.111491,-0.00989525,4.44089e-19,-4.44089e-19,3.66008e-17,
1465,0.439926,-36.0004,3.80164,36.9776,1.42663,0.804906,-0.101103,0.504901,-36.3261,2.24224,28.8877,0.756216,1.09772,0.00179963,-0.104365,0.660869,0.170642,-1.12138,-0.131428,0.366155,0.0847987,0.8,0.02,0,0.00433026,0.0922945,0.00783058,0.161116,0.0441104,-0.111468,-0.00982583,8.88178e-19,0,-8.23517e-17,
1466,0.440779,-36.0093,3.80097,36.9719,1.42425,0.804463,-0.100456,0.504901,-36.3261,2.24224,28.8877,0.756216,1.09772,0.00179963,-0.104348,0.661238,0.170673,-1.12073,-0.131252,0.365709,0.0847597,0.8,0.02,0,0.0043478,0.0922346,0.00782336,0.161089,0.0438735,-0.111459,-0.0097609,4.44089e-19,4.44089e-19,9.15019e-18,
1467,0.441637,-36.0182,3.8003,36.9661,1.42189,0.804035,-0.099798,0.504901,-36.3261,2.24224,28.8877,0.756216,1.09772,0.00179963,-0.10433,0.661607,0.170705,-1.12009,-0.131078,0.365264,0.0847209,0.8,0.02,0,0.00436499,0.0921777,0.00781469,0.161058,0.0436281,-0.111457,-0.00969647,8.88178e-19,8.88178e-19,6.40513e-17,
1468,0.4425,-36.0271,3.79964,36.9604,1.41955,0.803618,-0.0991248,0.504901,-36.3261,2.24224,28.8877,0.756216,1.09772,0.00179963,-0.104313,0.661975,0.170736,-1.11944,-0.130904,0.364818,0.0846824,0.8,0.02,0,0.00438156,0.092124,0.00780505,0.161025,0.04338,-0.111458,-0.00963118,1.33227e-18,4.44089e-19,-1.18952e-16,
1469,0.443371,-36.036,3.79897,36.9546,1.41721,0.80321,-0.0984339,0.504901,-36.3261,2.24224,28.8877,0.756216,1.09772,0.00179963,-0.104295,0.662344,0.170767,-1.1188,-0.130732,0.364372,0.0846441,0.8,0.02,0,0.00439748,0.0920735,0.00779466,0.16099,0.043131,-0.111461,-0.00956444,8.88178e-19,4.44089e-19,-4.57509e-17,
