initial rollout ,optimisation 1,optimisation 2,optimisation 3,optimisation 4,
7.45295,4.50438,2.63625,2.33423,2.21162,
7.45692,4.50583,2.63658,2.33442,2.21176,
7.4609,4.50728,2.63691,2.33462,2.2119,
7.46488,4.50873,2.63724,2.33481,2.21203,
7.46886,4.51018,2.63756,2.335,2.21217,
7.47284,4.51163,2.63789,2.33519,2.21231,
7.47682,4.51307,2.63822,2.33538,2.21244,
7.4808,4.51452,2.63854,2.33557,2.21258,
7.48478,4.51597,2.63887,2.33576,2.21272,
7.48876,4.51741,2.63919,2.33595,2.21285,
7.49274,4.51886,2.63952,2.33614,2.21299,
7.49673,4.5203,2.63984,2.33633,2.21312,
7.50071,4.52175,2.64017,2.33652,2.21326,
7.50469,4.52319,2.64049,2.33671,2.21339,
7.50868,4.52464,2.64081,2.33689,2.21353,
7.51267,4.52608,2.64113,2.33708,2.21366,
7.51665,4.52752,2.64146,2.33727,2.2138,
7.52064,4.52897,2.64178,2.33746,2.21393,
7.52463,4.53041,2.6421,2.33765,2.21407,
7.52862,4.53185,2.64242,2.33783,2.2142,
7.53261,4.53329,2.64274,2.33802,2.21433,
7.5366,4.53474,2.64306,2.33821,2.21447,
7.54059,4.53618,2.64338,2.33839,2.2146,
7.54458,4.53762,2.6437,2.33858,2.21473,
7.54858,4.53906,2.64402,2.33877,2.21487,
7.55257,4.5405,2.64434,2.33895,2.215,
7.55657,4.54194,2.64466,2.33914,2.21513,
7.56056,4.54338,2.64498,2.33933,2.21527,
7.56456,4.54482,2.6453,2.33951,2.2154,
7.56856,4.54626,2.64561,2.3397,2.21553,
7.57255,4.54769,2.64593,2.33988,2.21566,
7.57655,4.54913,2.64625,2.34007,2.2158,
7.58055,4.55057,2.64656,2.34025,2.21593,
7.58455,4.55201,2.64688,2.34043,2.21606,
7.58855,4.55344,2.64719,2.34062,2.21619,
7.59255,4.55488,2.64751,2.3408,2.21632,
7.59656,4.55632,2.64782,2.34098,2.21646,
7.60056,4.55775,2.64814,2.34117,2.21659,
7.60456,4.55919,2.64845,2.34135,2.21672,
7.60857,4.56062,2.64877,2.34153,2.21685,
7.61257,4.56206,2.64908,2.34172,2.21698,
7.61658,4.56349,2.64939,2.3419,2.21711,
7.62059,4.56493,2.64971,2.34208,2.21724,
7.6246,4.56636,2.65002,2.34226,2.21737,
7.62861,4.5678,2.65033,2.34244,2.2175,
7.63262,4.56923,2.65064,2.34262,2.21763,
7.63663,4.57066,2.65095,2.34281,2.21776,
7.64064,4.5721,2.65126,2.34299,2.21789,
7.64465,4.57353,2.65157,2.34317,2.21802,
7.64866,4.57496,2.65188,2.34335,2.21815,
7.65268,4.57639,2.65219,2.34353,2.21828,
7.65669,4.57782,2.6525,2.34371,2.21841,
7.6607,4.57926,2.65281,2.34389,2.21854,
7.66472,4.58069,2.65312,2.34407,2.21867,
7.66874,4.58212,2.65343,2.34425,2.21879,
7.67276,4.58355,2.65374,2.34443,2.21892,
7.67677,4.58498,2.65404,2.3446,2.21905,
7.68079,4.58641,2.65435,2.34478,2.21918,
7.68481,4.58784,2.65466,2.34496,2.21931,
7.68883,4.58927,2.65496,2.34514,2.21944,
7.69286,4.59069,2.65527,2.34532,2.21956,
7.69688,4.59212,2.65558,2.34549,2.21969,
7.7009,4.59355,2.65588,2.34567,2.21982,
7.70493,4.59498,2.65619,2.34585,2.21995,
7.70895,4.59641,2.65649,2.34603,2.22007,
7.71298,4.59784,2.6568,2.3462,2.2202,
7.717,4.59926,2.6571,2.34638,2.22033,
7.72103,4.60069,2.6574,2.34655,2.22045,
7.72506,4.60212,2.65771,2.34673,2.22058,
7.72909,4.60354,2.65801,2.34691,2.22071,
7.73312,4.60497,2.65831,2.34708,2.22083,
7.73715,4.60639,2.65862,2.34726,2.22096,
7.74118,4.60782,2.65892,2.34743,2.22108,
7.74521,4.60925,2.65922,2.34761,2.22121,
7.74925,4.61067,2.65952,2.34778,2.22134,
7.75328,4.61209,2.65982,2.34796,2.22146,
7.75732,4.61352,2.66012,2.34813,2.22159,
7.76135,4.61494,2.66042,2.3483,2.22171,
7.76539,4.61637,2.66072,2.34848,2.22184,
7.76943,4.61779,2.66102,2.34865,2.22196,
7.77346,4.61921,2.66132,2.34882,2.22209,
7.7775,4.62064,2.66162,2.349,2.22221,
7.78154,4.62206,2.66192,2.34917,2.22233,
7.78558,4.62348,2.66222,2.34934,2.22246,
7.78963,4.62491,2.66252,2.34951,2.22258,
7.79367,4.62633,2.66281,2.34969,2.22271,
7.79771,4.62775,2.66311,2.34986,2.22283,
7.80176,4.62917,2.66341,2.35003,2.22295,
7.8058,4.63059,2.66371,2.3502,2.22308,
7.80985,4.63201,2.664,2.35037,2.2232,
7.81389,4.63343,2.6643,2.35054,2.22332,
7.81794,4.63486,2.66459,2.35071,2.22345,
7.82199,4.63628,2.66489,2.35088,2.22357,
7.82604,4.6377,2.66518,2.35105,2.22369,
7.83009,4.63912,2.66548,2.35122,2.22382,
7.83414,4.64054,2.66577,2.35139,2.22394,
7.83819,4.64196,2.66607,2.35156,2.22406,
7.84225,4.64338,2.66636,2.35173,2.22418,
7.8463,4.6448,2.66666,2.3519,2.2243,
7.85036,4.64622,2.66695,2.35207,2.22443,
7.85441,4.64763,2.66724,2.35224,2.22455,
7.85847,4.64905,2.66753,2.35241,2.22467,
7.86252,4.65047,2.66783,2.35257,2.22479,
7.86658,4.65189,2.66812,2.35274,2.22491,
7.87064,4.65331,2.66841,2.35291,2.22503,
7.8747,4.65472,2.6687,2.35308,2.22515,
7.87876,4.65614,2.669,2.35324,2.22527,
7.88282,4.65756,2.66929,2.35341,2.2254,
7.88689,4.65897,2.66958,2.35358,2.22552,
7.89095,4.66039,2.66987,2.35374,2.22564,
7.89502,4.6618,2.67016,2.35391,2.22576,
7.89908,4.66322,2.67045,2.35408,2.22588,
7.90315,4.66463,2.67074,2.35424,2.226,
7.90721,4.66605,2.67103,2.35441,2.22612,
7.91128,4.66746,2.67132,2.35457,2.22624,
7.91535,4.66888,2.67161,2.35474,2.22636,
7.91942,4.67029,2.6719,2.3549,2.22647,
7.92349,4.6717,2.67218,2.35507,2.22659,
7.92756,4.67311,2.67247,2.35523,2.22671,
7.93164,4.67453,2.67276,2.3554,2.22683,
7.93571,4.67594,2.67305,2.35556,2.22695,
7.93978,4.67735,2.67333,2.35573,2.22707,
7.94386,4.67876,2.67362,2.35589,2.22719,
7.94793,4.68017,2.67391,2.35606,2.22731,
7.95201,4.68158,2.67419,2.35622,2.22742,
7.95609,4.68299,2.67448,2.35638,2.22754,
7.96017,4.6844,2.67477,2.35655,2.22766,
7.96425,4.68581,2.67505,2.35671,2.22778,
7.96833,4.68722,2.67534,2.35687,2.2279,
7.97241,4.68862,2.67562,2.35703,2.22801,
7.97649,4.69003,2.67591,2.3572,2.22813,
7.98058,4.69144,2.67619,2.35736,2.22825,
7.98466,4.69285,2.67648,2.35752,2.22837,
7.98875,4.69425,2.67676,2.35768,2.22848,
7.99283,4.69566,2.67704,2.35784,2.2286,
7.99692,4.69706,2.67733,2.35801,2.22872,
8.00101,4.69847,2.67761,2.35817,2.22883,
8.0051,4.69987,2.67789,2.35833,2.22895,
8.00919,4.70128,2.67818,2.35849,2.22907,
8.01328,4.70268,2.67846,2.35865,2.22918,
8.01737,4.70409,2.67874,2.35881,2.2293,
8.02146,4.70549,2.67902,2.35897,2.22942,
8.02556,4.70689,2.6793,2.35913,2.22953,
8.02965,4.7083,2.67958,2.35929,2.22965,
8.03375,4.7097,2.67987,2.35945,2.22976,
8.03784,4.7111,2.68015,2.35961,2.22988,
8.04194,4.7125,2.68043,2.35977,2.23,
8.04604,4.7139,2.68071,2.35993,2.23011,
8.05014,4.7153,2.68099,2.36009,2.23023,
8.05424,4.7167,2.68127,2.36024,2.23034,
8.05834,4.7181,2.68155,2.3604,2.23046,
8.06244,4.7195,2.68183,2.36056,2.23057,
8.06654,4.7209,2.68211,2.36072,2.23069,
8.07065,4.7223,2.68238,2.36088,2.2308,
8.07475,4.7237,2.68266,2.36103,2.23091,
8.07886,4.7251,2.68294,2.36119,2.23103,
8.08297,4.7265,2.68322,2.36135,2.23114,
8.08707,4.7279,2.6835,2.36151,2.23126,
8.09118,4.7293,2.68378,2.36166,2.23137,
8.09529,4.7307,2.68405,2.36182,2.23148,
8.0994,4.73209,2.68433,2.36198,2.2316,
8.10352,4.73349,2.68461,2.36213,2.23171,
8.10763,4.73489,2.68488,2.36229,2.23182,
8.11174,4.73628,2.68516,2.36244,2.23194,
8.11586,4.73768,2.68544,2.3626,2.23205,
8.11997,4.73908,2.68571,2.36276,2.23216,
8.12409,4.74047,2.68599,2.36291,2.23228,
8.12821,4.74187,2.68626,2.36307,2.23239,
8.13232,4.74326,2.68654,2.36322,2.2325,
8.13644,4.74466,2.68682,2.36338,2.23262,
8.14056,4.74605,2.68709,2.36353,2.23273,
8.14469,4.74745,2.68737,2.36368,2.23284,
8.14881,4.74884,2.68764,2.36384,2.23295,
8.15293,4.75023,2.68791,2.36399,2.23306,
8.15706,4.75163,2.68819,2.36415,2.23318,
8.16118,4.75302,2.68846,2.3643,2.23329,
8.16531,4.75441,2.68874,2.36445,2.2334,
8.16944,4.7558,2.68901,2.36461,2.23351,
8.17356,4.7572,2.68928,2.36476,2.23362,
8.17769,4.75859,2.68956,2.36491,2.23373,
8.18182,4.75998,2.68983,2.36506,2.23384,
8.18596,4.76137,2.6901,2.36522,2.23396,
8.19009,4.76276,2.69038,2.36537,2.23407,
8.19422,4.76415,2.69065,2.36552,2.23418,
8.19835,4.76554,2.69092,2.36567,2.23429,
8.20249,4.76693,2.69119,2.36582,2.2344,
8.20663,4.76832,2.69147,2.36598,2.23451,
8.21076,4.76971,2.69174,2.36613,2.23462,
8.2149,4.7711,2.69201,2.36628,2.23473,
8.21904,4.77249,2.69228,2.36643,2.23484,
8.22318,4.77388,2.69255,2.36658,2.23495,
8.22732,4.77527,2.69282,2.36673,2.23506,
8.23147,4.77665,2.6931,2.36688,2.23517,
8.23561,4.77804,2.69337,2.36703,2.23528,
8.23975,4.77943,2.69364,2.36718,2.23539,
8.2439,4.78082,2.69391,2.36733,2.2355,
8.24804,4.78221,2.69418,2.36748,2.23561,
8.25219,4.78359,2.69445,2.36763,2.23572,
8.25634,4.78498,2.69472,2.36778,2.23582,
8.26049,4.78637,2.69499,2.36793,2.23593,
8.26464,4.78776,2.69526,2.36807,2.23604,
8.26879,4.78914,2.69553,2.36822,2.23615,
8.27294,4.79053,2.6958,2.36837,2.23626,
8.2771,4.79192,2.69607,2.36852,2.23637,
8.28125,4.7933,2.69634,2.36867,2.23648,
8.28541,4.79469,2.69661,2.36881,2.23659,
8.28956,4.79607,2.69688,2.36896,2.23669,
8.29372,4.79746,2.69715,2.36911,2.2368,
8.29788,4.79884,2.69742,2.36926,2.23691,
8.30204,4.80023,2.69769,2.3694,2.23702,
8.3062,4.80161,2.69796,2.36955,2.23713,
8.31036,4.803,2.69823,2.3697,2.23723,
8.31453,4.80438,2.6985,2.36984,2.23734,
8.31869,4.80576,2.69876,2.36999,2.23745,
8.32285,4.80715,2.69903,2.37013,2.23756,
8.32702,4.80853,2.6993,2.37028,2.23766,
8.33119,4.80991,2.69957,2.37043,2.23777,
8.33536,4.8113,2.69984,2.37057,2.23788,
8.33952,4.81268,2.70011,2.37072,2.23798,
8.34369,4.81407,2.70038,2.37086,2.23809,
8.34787,4.81545,2.70065,2.37101,2.2382,
8.35204,4.81683,2.70092,2.37115,2.2383,
8.35621,4.81822,2.70119,2.3713,2.23841,
8.36039,4.8196,2.70146,2.37144,2.23852,
8.36456,4.82099,2.70173,2.37159,2.23862,
8.36874,4.82237,2.702,2.37173,2.23873,
8.37291,4.82376,2.70227,2.37188,2.23884,
8.37709,4.82514,2.70254,2.37202,2.23894,
8.38127,4.82653,2.70281,2.37217,2.23905,
8.38545,4.82792,2.70308,2.37231,2.23915,
8.38963,4.82931,2.70335,2.37245,2.23926,
8.39382,4.8307,2.70362,2.3726,2.23937,
8.398,4.83209,2.70389,2.37274,2.23947,
8.40219,4.83348,2.70416,2.37289,2.23958,
8.40637,4.83488,2.70445,2.37303,2.23968,
8.41056,4.83628,2.70473,2.37318,2.23979,
8.41475,4.83769,2.70501,2.37332,2.2399,
8.41894,4.8391,2.70529,2.37347,2.24,
8.42313,4.84053,2.70556,2.37361,2.24011,
8.42732,4.84196,2.70584,2.37376,2.24022,
8.43151,4.84342,2.70611,2.37391,2.24033,
8.4357,4.84489,2.70639,2.37406,2.24043,
8.4399,4.84751,2.70666,2.37421,2.24054,
8.44409,4.85114,2.70693,2.37437,2.24065,
8.44829,4.85378,2.70947,2.37454,2.24076,
8.45249,4.85614,2.71232,2.37473,2.24087,
8.45669,4.85802,2.71518,2.37492,2.24098,
8.46089,4.85975,2.71807,2.37512,2.24109,
8.46509,4.86234,2.72099,2.37533,2.2412,
8.46929,4.86539,2.72394,2.37554,2.24131,
8.47349,4.86795,2.72695,2.37575,2.24142,
8.4777,4.87028,2.73001,2.37598,2.24153,
8.4819,4.87214,2.73312,2.37621,2.24164,
8.48611,4.87378,2.73629,2.37646,2.24175,
8.49032,4.87532,2.73712,2.37828,2.2419,
8.49453,4.8768,2.73783,2.38042,2.24206,
8.49873,4.87824,2.73851,2.38262,2.24222,
8.50295,4.87965,2.73917,2.38487,2.2424,
8.50716,4.88104,2.73982,2.38717,2.24257,
8.51137,4.88242,2.74046,2.38955,2.24275,
8.51559,4.88378,2.74109,2.39199,2.24293,
8.5198,4.88512,2.74172,2.39449,2.24311,
8.52402,4.88646,2.74233,2.39706,2.24329,
8.52823,4.88779,2.74295,2.39969,2.24347,
8.53245,4.88911,2.74332,2.40029,2.24551,
8.53667,4.89042,2.74369,2.40081,2.24788,
8.54089,4.89173,2.74405,2.4013,2.25028,
8.54512,4.89303,2.7444,2.40177,2.2527,
8.54934,4.89433,2.74476,2.40224,2.25514,
8.55356,4.89562,2.74511,2.40271,2.25761,
8.55779,4.89691,2.74546,2.40317,2.26012,
8.56201,4.89819,2.74581,2.40363,2.26265,
8.56624,4.89947,2.74616,2.40409,2.26521,
8.57047,4.90075,2.74651,2.40454,2.26779,
8.5747,4.90202,2.74685,2.40478,2.26837,
8.57893,4.90329,2.74718,2.405,2.26887,
8.58316,4.90456,2.74751,2.40522,2.26934,
8.5874,4.90582,2.74784,2.40543,2.26979,
8.59163,4.90709,2.74818,2.40564,2.27023,
8.59587,4.90835,2.74851,2.40585,2.27067,
8.6001,4.90961,2.74884,2.40606,2.27109,
8.60434,4.91086,2.74917,2.40626,2.27151,
8.60858,4.91212,2.7495,2.40646,2.27192,
8.61282,4.91337,2.74983,2.40667,2.27232,
8.61706,4.91463,2.75016,2.40686,2.27252,
8.6213,4.91588,2.75049,2.40704,2.27269,
8.62555,4.91712,2.75081,2.40723,2.27286,
8.62979,4.91837,2.75114,2.40742,2.27303,
8.63404,4.91962,2.75147,2.4076,2.27319,
8.63828,4.92086,2.75179,2.40779,2.27336,
8.64253,4.9221,2.75212,2.40797,2.27351,
8.64678,4.92334,2.75245,2.40816,2.27367,
8.65103,4.92459,2.75277,2.40834,2.27383,
8.65528,4.92582,2.7531,2.40853,2.27398,
8.65953,4.92706,2.75342,2.40871,2.27412,
8.66379,4.9283,2.75374,2.40889,2.27426,
8.66804,4.92954,2.75406,2.40907,2.2744,
8.6723,4.93077,2.75439,2.40925,2.27454,
8.67655,4.93201,2.75471,2.40943,2.27467,
8.68081,4.93324,2.75503,2.40961,2.27481,
8.68507,4.93447,2.75535,2.40978,2.27494,
8.68933,4.9357,2.75567,2.40996,2.27508,
8.69359,4.93693,2.75599,2.41014,2.27521,
8.69786,4.93816,2.75631,2.41032,2.27535,
8.70212,4.93939,2.75663,2.41049,2.27548,
8.70639,4.94062,2.75695,2.41067,2.27561,
8.71065,4.94184,2.75726,2.41085,2.27574,
8.71492,4.94307,2.75758,2.41102,2.27587,
8.71919,4.94429,2.7579,2.41119,2.276,
8.72346,4.94552,2.75821,2.41137,2.27613,
8.72773,4.94674,2.75853,2.41154,2.27626,
8.732,4.94796,2.75885,2.41171,2.27639,
8.73628,4.94918,2.75916,2.41189,2.27652,
8.74055,4.9504,2.75947,2.41206,2.27665,
8.74483,4.95162,2.75979,2.41223,2.27677,
8.7491,4.95284,2.7601,2.4124,2.2769,
8.75338,4.95405,2.76041,2.41257,2.27703,
8.75766,4.95527,2.76072,2.41274,2.27715,
8.76194,4.95649,2.76104,2.41291,2.27728,
8.76622,4.9577,2.76135,2.41308,2.2774,
8.77051,4.95891,2.76166,2.41324,2.27753,
8.77479,4.96013,2.76197,2.41341,2.27765,
8.77908,4.96134,2.76228,2.41358,2.27778,
8.78336,4.96255,2.76258,2.41374,2.2779,
8.78765,4.96376,2.76289,2.41391,2.27803,
8.79194,4.96497,2.7632,2.41408,2.27815,
8.79623,4.96618,2.76351,2.41424,2.27827,
8.80052,4.96739,2.76381,2.4144,2.27839,
8.80481,4.96859,2.76412,2.41457,2.27852,
8.80911,4.9698,2.76442,2.41473,2.27864,
8.8134,4.97101,2.76473,2.41489,2.27876,
8.8177,4.97221,2.76503,2.41506,2.27888,
8.82199,4.97342,2.76534,2.41522,2.279,
8.82629,4.97462,2.76564,2.41538,2.27912,
8.83059,4.97582,2.76594,2.41554,2.27924,
8.83489,4.97702,2.76624,2.4157,2.27936,
8.8392,4.97822,2.76655,2.41586,2.27948,
8.8435,4.97942,2.76685,2.41602,2.27959,
8.8478,4.98062,2.76715,2.41617,2.27971,
8.85211,4.98182,2.76745,2.41633,2.27983,
8.85642,4.98302,2.76775,2.41649,2.27995,
8.86072,4.98422,2.76805,2.41665,2.28006,
8.86503,4.98541,2.76834,2.4168,2.28018,
8.86934,4.98661,2.76864,2.41696,2.2803,
8.87366,4.9878,2.76894,2.41711,2.28041,
8.87797,4.989,2.76924,2.41727,2.28053,
8.88228,4.99019,2.76953,2.41742,2.28064,
8.8866,4.99138,2.76983,2.41758,2.28076,
8.89092,4.99258,2.77012,2.41773,2.28087,
8.89523,4.99377,2.77042,2.41788,2.28099,
8.89955,4.99496,2.77071,2.41803,2.2811,
8.90387,4.99615,2.77101,2.41819,2.28122,
8.90819,4.99734,2.7713,2.41834,2.28133,
8.91252,4.99852,2.77159,2.41849,2.28144,
8.91684,4.99971,2.77188,2.41864,2.28155,
8.92117,5.0009,2.77218,2.41879,2.28167,
8.92549,5.00209,2.77247,2.41894,2.28178,
8.92982,5.00327,2.77276,2.41909,2.28189,
8.93415,5.00446,2.77305,2.41923,2.282,
8.93848,5.00564,2.77334,2.41938,2.28211,
8.94281,5.00682,2.77363,2.41953,2.28222,
8.94714,5.00801,2.77392,2.41968,2.28233,
8.95148,5.00919,2.7742,2.41982,2.28244,
8.95581,5.01037,2.77449,2.41997,2.28255,
8.96015,5.01155,2.77478,2.42011,2.28266,
8.96449,5.01273,2.77507,2.42026,2.28277,
8.96883,5.01391,2.77535,2.4204,2.28288,
8.97317,5.01509,2.77564,2.42055,2.28299,
8.97751,5.01626,2.77592,2.42069,2.28309,
8.98185,5.01744,2.77621,2.42083,2.2832,
8.9862,5.01862,2.77649,2.42098,2.28331,
8.99054,5.01979,2.77678,2.42112,2.28342,
8.99489,5.02097,2.77706,2.42126,2.28352,
8.99923,5.02214,2.77734,2.4214,2.28363,
9.00358,5.02332,2.77763,2.42154,2.28374,
9.00793,5.02449,2.77791,2.42168,2.28384,
9.01229,5.02566,2.77819,2.42182,2.28395,
9.01664,5.02683,2.77847,2.42196,2.28405,
9.02099,5.028,2.77875,2.4221,2.28416,
9.02535,5.02917,2.77903,2.42224,2.28426,
9.0297,5.03034,2.77931,2.42237,2.28437,
9.03406,5.03151,2.77959,2.42251,2.28447,
9.03842,5.03268,2.77987,2.42265,2.28458,
9.04278,5.03384,2.78015,2.42278,2.28468,
9.04714,5.03501,2.78043,2.42292,2.28478,
9.05151,5.03618,2.78071,2.42305,2.28488,
9.05587,5.03734,2.78098,2.42319,2.28499,
9.06024,5.03851,2.78126,2.42332,2.28509,
9.0646,5.03967,2.78154,2.42345,2.28519,
9.06897,5.04083,2.78181,2.42359,2.28529,
9.07334,5.042,2.78209,2.42372,2.28539,
9.07771,5.04316,2.78236,2.42385,2.28549,
9.08208,5.04432,2.78264,2.42398,2.2856,
9.08646,5.04548,2.78291,2.42411,2.2857,
9.09083,5.04664,2.78319,2.42425,2.2858,
9.09521,5.0478,2.78346,2.42438,2.28589,
9.09958,5.04896,2.78373,2.42451,2.28599,
9.10396,5.05012,2.78401,2.42464,2.28609,
9.10834,5.05128,2.78428,2.42478,2.28619,
9.11272,5.05243,2.78455,2.42492,2.28629,
9.1171,5.05359,2.78482,2.42507,2.28638,
9.12149,5.05474,2.78509,2.42523,2.28648,
9.12587,5.0559,2.78536,2.42542,2.28658,
9.13026,5.05705,2.78563,2.42569,2.28668,
9.13465,5.05821,2.7859,2.4261,2.28691,
9.13904,5.05936,2.78617,2.42889,2.28717,
9.14343,5.06051,2.78644,2.43054,2.28743,
9.14782,5.06166,2.78671,2.43164,2.2877,
9.15221,5.06282,2.78698,2.43225,2.28798,
9.1566,5.06397,2.78724,2.43267,2.28826,
9.161,5.06511,2.78751,2.43299,2.28854,
9.1654,5.06626,2.78778,2.43327,2.28882,
9.16979,5.06741,2.78805,2.43351,2.28911,
9.17419,5.06856,2.78831,2.43374,2.2894,
9.17859,5.0697,2.78858,2.43395,2.28953,
9.18299,5.07085,2.78884,2.43415,2.28969,
9.1874,5.072,2.78911,2.43434,2.28986,
9.1918,5.07314,2.78937,2.43453,2.29002,
9.19621,5.07428,2.78964,2.43471,2.29019,
9.20061,5.07543,2.7899,2.43489,2.29036,
9.20502,5.07657,2.79017,2.43506,2.29053,
9.20943,5.07771,2.79043,2.43524,2.2907,
9.21384,5.07885,2.79069,2.4354,2.29087,
9.21826,5.07999,2.79096,2.43557,2.29105,
9.22267,5.08113,2.79122,2.43573,2.29118,
9.22709,5.08227,2.79148,2.43589,2.2913,
9.2315,5.0834,2.79174,2.43605,2.29143,
9.23592,5.08454,2.792,2.43621,2.29155,
9.24034,5.08568,2.79226,2.43637,2.29168,
9.24476,5.08681,2.79252,2.43652,2.2918,
9.24918,5.08795,2.79279,2.43668,2.29193,
9.2536,5.08908,2.79305,2.43683,2.29206,
9.25803,5.09021,2.79331,2.43698,2.29218,
9.26245,5.09134,2.79356,2.43713,2.29231,
9.26688,5.09248,2.79382,2.43728,2.29243,
9.27131,5.09361,2.79408,2.43743,2.29254,
9.27574,5.09474,2.79434,2.43758,2.29266,
9.28017,5.09587,2.7946,2.43773,2.29278,
9.2846,5.09699,2.79486,2.43787,2.29289,
9.28904,5.09812,2.79511,2.43802,2.29301,
9.29347,5.09925,2.79537,2.43816,2.29312,
9.29791,5.10037,2.79563,2.43831,2.29324,
9.30235,5.1015,2.79589,2.43845,2.29335,
9.30678,5.10262,2.79614,2.43859,2.29347,
9.31123,5.10375,2.7964,2.43874,2.29358,
9.31567,5.10487,2.79665,2.43888,2.29369,
9.32011,5.10599,2.79691,2.43902,2.2938,
9.32456,5.10711,2.79716,2.43916,2.29391,
9.329,5.10823,2.79742,2.4393,2.29402,
9.33345,5.10935,2.79767,2.43944,2.29413,
9.3379,5.11047,2.79793,2.43958,2.29424,
9.34235,5.11159,2.79818,2.43972,2.29435,
9.3468,5.11271,2.79844,2.43985,2.29446,
9.35125,5.11383,2.79869,2.43999,2.29457,
9.35571,5.11494,2.79894,2.44013,2.29468,
9.36016,5.11606,2.7992,2.44027,2.29479,
9.36462,5.11717,2.79945,2.4404,2.29489,
9.36908,5.11829,2.7997,2.44054,2.295,
9.37354,5.1194,2.79995,2.44067,2.29511,
9.378,5.12051,2.80021,2.44081,2.29521,
9.38246,5.12162,2.80046,2.44094,2.29532,
9.38692,5.12273,2.80071,2.44108,2.29543,
9.39139,5.12384,2.80096,2.44121,2.29553,
9.39585,5.12495,2.80121,2.44134,2.29564,
9.40032,5.12606,2.80146,2.44148,2.29574,
9.40479,5.12717,2.80171,2.44161,2.29585,
9.40926,5.12828,2.80196,2.44174,2.29595,
9.41373,5.12938,2.80221,2.44187,2.29606,
9.41821,5.13049,2.80246,2.44201,2.29616,
9.42268,5.13159,2.80271,2.44214,2.29626,
9.42716,5.1327,2.80296,2.44227,2.29637,
9.43164,5.1338,2.80321,2.4424,2.29647,
9.43612,5.1349,2.80346,2.44253,2.29657,
9.4406,5.136,2.8037,2.44266,2.29668,
9.44508,5.1371,2.80395,2.44279,2.29678,
9.44956,5.1382,2.8042,2.44292,2.29688,
9.45405,5.1393,2.80445,2.44305,2.29698,
9.45853,5.1404,2.8047,2.44318,2.29709,
9.46302,5.1415,2.80494,2.44331,2.29719,
9.46751,5.1426,2.80519,2.44343,2.29729,
9.472,5.14369,2.80544,2.44356,2.29739,
9.47649,5.14479,2.80568,2.44369,2.29749,
9.48098,5.14588,2.80593,2.44382,2.29759,
9.48548,5.14698,2.80617,2.44394,2.29769,
9.48997,5.14807,2.80642,2.44407,2.29779,
9.49447,5.14916,2.80667,2.4442,2.29789,
9.49897,5.15026,2.80691,2.44432,2.29799,
9.50347,5.15135,2.80716,2.44445,2.29809,
9.50797,5.15244,2.8074,2.44458,2.29819,
9.51247,5.15353,2.80765,2.4447,2.29829,
9.51698,5.15461,2.80789,2.44483,2.29839,
9.52148,5.1557,2.80814,2.44495,2.29849,
9.52599,5.15679,2.80838,2.44508,2.29859,
9.5305,5.15788,2.80862,2.4452,2.29869,
9.53501,5.15896,2.80887,2.44533,2.29879,
9.53952,5.16005,2.80911,2.44545,2.29889,
9.54403,5.16113,2.80935,2.44558,2.29899,
9.54855,5.16221,2.8096,2.4457,2.29909,
9.55306,5.1633,2.80984,2.44582,2.29918,
9.55758,5.16438,2.81008,2.44595,2.29928,
9.5621,5.16546,2.81033,2.44607,2.29938,
9.56662,5.16654,2.81057,2.44619,2.29948,
9.57114,5.16762,2.81081,2.44632,2.29958,
9.57566,5.1687,2.81105,2.44644,2.29968,
9.58019,5.16977,2.8113,2.44656,2.29977,
9.58471,5.17085,2.81154,2.44668,2.29987,
9.58924,5.17193,2.81178,2.4468,2.29997,
9.59377,5.173,2.81202,2.44693,2.30006,
9.5983,5.17408,2.81226,2.44705,2.30016,
9.60283,5.17515,2.8125,2.44717,2.30026,
9.60736,5.17622,2.81274,2.44729,2.30035,
9.6119,5.17729,2.81299,2.44741,2.30045,
9.61643,5.17836,2.81323,2.44753,2.30055,
9.62097,5.17943,2.81347,2.44765,2.30064,
9.62551,5.1805,2.81371,2.44777,2.30074,
9.63005,5.18157,2.81395,2.44789,2.30084,
9.63459,5.18264,2.81419,2.44801,2.30093,
9.63913,5.18371,2.81443,2.44813,2.30103,
9.64368,5.18477,2.81467,2.44825,2.30112,
9.64822,5.18584,2.81491,2.44837,2.30122,
9.65277,5.1869,2.81515,2.44849,2.30131,
9.65732,5.18796,2.81539,2.44861,2.30141,
9.66187,5.18903,2.81563,2.44873,2.3015,
9.66642,5.19009,2.81587,2.44885,2.3016,
9.67097,5.19115,2.81611,2.44896,2.30169,
9.67553,5.19221,2.81635,2.44908,2.30179,
9.68008,5.19326,2.81659,2.4492,2.30188,
9.68464,5.19432,2.81682,2.44932,2.30198,
9.6892,5.19538,2.81706,2.44944,2.30207,
9.69376,5.19644,2.8173,2.44955,2.30217,
9.69832,5.19749,2.81754,2.44967,2.30226,
9.70289,5.19855,2.81778,2.44979,2.30236,
9.70745,5.1996,2.81802,2.44991,2.30245,
9.71202,5.20065,2.81826,2.45002,2.30254,
9.71658,5.2017,2.8185,2.45014,2.30264,
9.72115,5.20275,2.81873,2.45026,2.30273,
9.72572,5.2038,2.81897,2.45037,2.30283,
9.7303,5.20485,2.81921,2.45049,2.30292,
